"ISO3","Year","Sex","Cardiovascular","Digestive","Drowning","InterpVio","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","SelfHarm","Maternal","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","HIV","epi_colvio","epi_natdis","CollectVio","NatDis","minCD"
"AFG",2010,"Male",0.0707592208234173,0.0348443963015796,0.0250806111905021,0.0111859944769069,0.0307951631349244,0.0498446637174102,0.597339262465967,0.0651551181353757,0.0699809801066753,0.0450145896472415,0,15,19,2610,7.93407120831394,2610,7.93407120831394,412.640120995301,0,2383.23944244656,0.572002337369755,0,0,234.215148925781,19.662130355835,72.819
"AFG",2011,"Male",0.0705563415257943,0.0350331607860589,0.0252204312055437,0.0112399097964146,0.0309657120594068,0.0501211455381207,0.595699303600351,0.0655204386979732,0.0703687447627416,0.0452748120275956,0,15,19,2855,8.28299825510471,2855,8.28299825510471,437.974998853476,0,2535.29897655296,0.684031471238938,0,0,247.756622314453,5.21703243255615,79.6545
"AFG",2012,"Male",0.0704670844452639,0.0354604883579735,0.0255345920847385,0.0113930653530718,0.031350465601958,0.0507494676976788,0.59161223341245,0.0663413754725495,0.0712406501025762,0.0458505774717401,0,15,19,3125,8.55272973992114,3125,8.55272973992114,455.936799300234,0,2640.86586410514,0.818435895703864,0,0,255.072845458984,19.166784286499,87.1875
"AFG",2013,"Male",0.0706141425894712,0.0364180810527985,0.0262316588677313,0.0117400281408937,0.0322057329909486,0.0521445129043566,0.582180634778859,0.0681696981519932,0.073177046381297,0.0471184641416505,0,15,19,3450,9.04004740215697,3450,9.04004740215697,459.445886604275,0,2655.99296739402,0.911011354634275,0,0,263.383270263672,9.05706310272217,96.255
"AFG",2014,"Male",0.0709764727526375,0.0379320177725003,0.0273297931557081,0.0122828139931446,0.0335537532669579,0.054341646111466,0.567186709735393,0.0710563550701677,0.0762282178724379,0.0491122202695867,0,15,19,3759,9.48025176160635,3759,9.48025176160635,472.487765503745,0,2730.2447458966,0.974086550919927,0,0,420.210540771484,33.2367820739746,104.8761
"AFG",2015,"Male",0.0713506781917427,0.039519075049121,0.0284828844194956,0.0128587153471705,0.0349687886769664,0.0566516098534592,0.551442289731098,0.074087397481527,0.0794306861253471,0.0512078751240723,0,15,19,4015,9.72792474661756,4015,9.72792474661756,445.998654460592,0,2560.3259069306,1.02895950794464,0,0,588.351501464844,27.5249004364014,112.0185
"AFG",2016,"Male",0.0718210724656073,0.0413546564623753,0.0298166567252867,0.0135207767675208,0.0366056064578774,0.0593251102841358,0.533194844536225,0.0775948387181685,0.0831342714592197,0.0536321661235833,0,15,19,4196,9.92306503571147,4196,9.92306503571147,392.024960511946,0,2230.21672064312,2.14136259249809,0,0,588.435791015625,4.44676446914673,117.0684
"AFG",2017,"Male",0.0722689103184092,0.043066458864674,0.0310636314544724,0.0141541662750899,0.0381335440533902,0.061829098792278,0.516104709708124,0.0808794738036666,0.0865940138992108,0.055905992830685,0,15,19,4360,10.0169838160233,4360,10.0169838160233,354.808959203587,0,2011.94320157362,2.22392246875797,0,0,0,16.5736255645752,121.644
"AFG",2018,"Male",0.0725891987279255,0.0443609955250325,0.0320124877773246,0.0146678977071307,0.0392932145170985,0.0637415698495536,0.503081746217981,0.0833842118674419,0.0892230172354055,0.0576456605751067,0,15,19,4469,9.98113635348644,4469,9.98113635348644,354.78153748548,0,2011.71044079366,1.14034192396019,0,0,0,2.34926629066467,124.6851
"AFG",2019,"Male",0.0729354774594601,0.0454308076917281,0.0328012614492241,0.0151231726767607,0.0402545072828047,0.0653382593989743,0.492138579858689,0.0854727348433782,0.0914056803257508,0.0590995190132299,0,15,19,4572,9.9457065468622,4572,9.9457065468622,325.192852778962,0,1849.10223281523,2.33146353901071,0,0,133.977340698242,2.51438331604004,127.5588
"AFG",2020,"Male",0.073275450745413,0.0461903115914175,0.0333638378395269,0.0154757254149367,0.0409370038473705,0.0664820826576736,0.484200133379851,0.0869710991156752,0.0929598298574853,0.0601445255506503,0,15,19,4641,9.84925777047871,4641,9.84925777047871,325.192852778962,0,1849.10223281523,2.36063072227874,0,0,271.315826416016,2.55270385742188,129.4839
"AFG",2021,"Male",0.0735016303851674,0.0464008914765773,0.0335293513299316,0.0156271196843106,0.0411340454048283,0.0668302548442335,0.48168632929337,0.0874137990214278,0.0934131517808867,0.0604634267792672,0,15,19,4699,9.7024741818213,4699,9.7024741818213,325.192852778962,0,1849.10223281523,2.38467394062421,0,0,316.873413085938,2.58336019515991,131.1021
"AGO",2000,"Male",0.0424990820823779,0.0304521353959715,0.0222538979340496,0.00646373163022504,0.0271670420962452,0.0436806474967877,0.668264421542647,0.0572557982726235,0.0618666223808119,0.0400966211682612,0,15,19,4161,24.2633847840492,4161,24.2633847840492,573.7330269343,152.521656435582,1652.08963146283,8.0865903692507,0,0,510.125396728516,3.65036654472351,116.0919
