"ISO3","Year","Sex","Congenital","Diarrhoeal","Digestive","Drowning","LRI","Malaria","Neoplasms","OtherInj","OtherCMPN","OtherNCD","RTI","AgeLow","AgeUp","Deaths1","Rate1","Deaths2","Rate2","TB","TBlo","TBup","TBre","TBreLo","TBreUp","HIV","Measles","epi_meas","epi_colvio","epi_natdis","CollectVio","NatDis","minCD","minLRI"
"NIU",2007,"Both",0.035538642806271,0.0608526367045616,0.0162717823574736,0.0910933224978036,0.0763594859877947,0,0.0695670722912309,0.112015911799351,0.121618945344071,0.25873388714565,0.157948313065793,5,9,0,3.93938946938422,0,3.93938946938422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2008,"Both",0.0359618367636475,0.059627109090533,0.0160146556217619,0.0924556631384036,0.0749659951344023,0,0.0703929171925767,0.111152588971117,0.11950830873371,0.261603651512378,0.158317273841471,5,9,0,3.88899145300082,0,3.88899145300082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2009,"Both",0.0364084023478341,0.0583584488383113,0.0157387365395926,0.0938558412635907,0.0735293320436158,0,0.0714117964956379,0.110396406100173,0.117250637447611,0.264083162696182,0.158967236227451,5,9,0,3.81839839597659,0,3.81839839597659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2010,"Both",0.0367395965126072,0.0578202258324753,0.0155601734758757,0.0939890340701128,0.0729560538024495,0,0.0728282656172766,0.110708795386793,0.116052566104129,0.262739763616797,0.160605525581483,5,9,0,3.74768370650632,0,3.74768370650632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2011,"Both",0.0370596012664501,0.0572518860931353,0.0153773758484523,0.0942439300874254,0.072195738126445,0,0.0743592573396036,0.110756365015104,0.114683340697622,0.261476128356508,0.162596377169254,5,9,0,3.65946661124419,0,3.65946661124419,0,0,0.0194922532302502,0,0,0.0194922532302502,0,0,0,0,0,0,0,0,0
"NIU",2012,"Both",0.0374367987042828,0.0567723852848357,0.0151996776986642,0.0945194689959765,0.0714984098428976,0,0.0760580485499784,0.110631134523464,0.113455737259975,0.259407901176613,0.165020437963312,5,9,0,3.56153098105452,0,3.56153098105452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2013,"Both",0.0379264493088685,0.0564493199361099,0.015026463906225,0.0946905339719746,0.0711039725341081,0,0.0779707764530985,0.110579322394481,0.112588951388692,0.25578472816149,0.167879481944953,5,9,0,3.4609599124949,0,3.4609599124949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2014,"Both",0.0383996550777663,0.0561397715578573,0.0148598681237875,0.0948954848221253,0.0705878577264508,0,0.0798182317478333,0.110169979128808,0.111698372445633,0.252567089850638,0.170863689519101,5,9,0,3.36672430843235,0,3.36672430843235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2015,"Both",0.0387825492018974,0.0556947575299443,0.0146780413047163,0.0951911930903347,0.0697704269986779,0,0.0815839200331688,0.109579937914328,0.110425097028652,0.250386262823716,0.173907814074565,5,9,0,3.26591078565347,0,3.26591078565347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2016,"Both",0.0392535689333052,0.05540180899424,0.0145027145369051,0.0953215693231723,0.0692581700597931,0,0.0833500311105364,0.108987371920524,0.109548882495293,0.24719583306163,0.177180049564601,5,9,0,3.18358721930741,0,3.18358721930741,0,0,0.00791122268321125,0,0,0.00791122268321125,0,0,0,0,0,0,0,0,0
"NIU",2017,"Both",0.0395901999227537,0.0549061468380865,0.0143144006523982,0.0955495695829929,0.0684158132944188,0,0.0849556024527642,0.108394994308746,0.108205047016795,0.245559105914539,0.180109120016506,5,9,0,3.09784563152984,0,3.09784563152984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",2018,"Both",0.0398151851878663,0.0542449024657082,0.0141254239272885,0.0958402654537831,0.0673699847825108,0,0.0864202263978772,0.107949269656786,0.106547442218282,0.245262699669958,0.18242460023994,5,9,0,3.01280589363953,0,3.01280589363953,0,0,0.0572572658682833,0,0,0.0572572658682833,0,0,0,0,0,0,0,0,0
"NIU",2019,"Both",0.0400583106480776,0.053614904995587,0.0139562978247333,0.0961349007142467,0.0663899359735078,0,0.087966938207863,0.107552485325823,0.105006244335598,0.244846105107799,0.184473876866765,5,9,0,2.92556056185966,0,2.92556056185966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
