"ISO3","Year","Sex","Deaths","Rate","Diarrhoeal","HIV","LRI","Malaria","OtherCMPN","TB","Measles","OtherNCD","Congenital","Digestive","Neoplasms","RTI","Drowning","CollectVio","OtherInj","NatDis"
"ARG",2001,"Both",905,1.27062,0.00331,0.00771,0.02869,0,0.0837,0.00328,0,0.2449,0.07289,0.03067,0.17161,0.10824,0.04347,0,0.20151,0
"ARG",2002,"Both",884,1.24245,0.00118,0.01408,0.04224,0,0.07405,0.00591,0,0.2697,0.07077,0.02128,0.1655,0.09356,0.05636,0,0.18184,0.00353
"ARG",2003,"Both",869,1.22584,0.00491,0.00863,0.04922,0,0.09117,0.00122,0,0.27492,0.07185,0.02585,0.15407,0.09058,0.03985,0,0.18192,0.00581
"ARG",2004,"Both",866,1.22706,0.00621,0.01008,0.02894,0,0.07775,0.00246,0,0.24114,0.07246,0.01877,0.1687,0.10459,0.04941,0,0.21706,0.00244
"ARG",2005,"Both",874,1.24351,0.00712,0.00595,0.03319,0,0.07025,0,0,0.25082,0.06334,0.0225,0.1674,0.1364,0.03701,0,0.20369,0.00234
"ARG",2006,"Both",882,1.25881,0.00116,0.01184,0.04123,0,0.07598,0.00598,0,0.27515,0.0777,0.01529,0.16265,0.12737,0.03671,0,0.16779,0.00113
"ARG",2007,"Both",880,1.25722,0.00519,0.00783,0.03516,0,0.05996,0.00132,0,0.30709,0.08925,0.01694,0.16423,0.10716,0.03956,0,0.16505,0.00126
"ARG",2008,"Both",862,1.23447,0.0025,0.00628,0.04003,0,0.05633,0.0037,0,0.26784,0.09372,0.03005,0.16777,0.11239,0.02893,0,0.18798,0.00249
"ARG",2009,"Both",833,1.19469,0.00859,0.00368,0.08082,0,0.07,0.00489,0,0.27318,0.08043,0.01965,0.15833,0.12987,0.0299,0,0.13575,0.00492
"ARG",2010,"Both",797,1.1442,0.00721,0.0043,0.03568,0,0.07742,0,0,0.3065,0.06562,0.02154,0.18023,0.10446,0.03083,0,0.16621,0
"ARG",2011,"Both",760,1.09022,0.00413,0.00548,0.04388,0,0.06169,0.00411,0,0.27796,0.07019,0.01235,0.19301,0.11562,0.02173,0,0.18834,0.00151
"ARG",2012,"Both",727,1.03914,0.00608,0.00457,0.03193,0,0.06389,0.00458,0,0.28709,0.07286,0.02127,0.19745,0.10751,0.03905,0,0.16372,0
"ARG",2013,"Both",699,0.99638,0,0.00295,0.03826,0,0.05156,0.00296,0,0.229,0.08886,0.0162,0.23536,0.12482,0.02521,0,0.18483,0
"ARG",2014,"Both",681,0.9659,0.00295,0.00146,0.03686,0,0.05607,0,0,0.30622,0.0788,0.02075,0.22148,0.12255,0.02408,0,0.1288,0
"ARG",2015,"Both",671,0.94578,0.00465,0.00157,0.03414,0,0.05591,0.00311,0,0.27634,0.07231,0.02636,0.22022,0.12112,0.02741,0,0.15686,0
"ARG",2016,"Both",659,0.92419,0.00455,0.00147,0.05402,0,0.05717,0,0,0.31775,0.08778,0.01815,0.2048,0.09509,0.02795,0,0.12947,0.0018
"ARG",2017,"Both",640,0.89001,0.00286,0.00432,0.04162,0,0.06156,0.00288,0,0.27368,0.08849,0.02299,0.20768,0.10324,0.02761,0,0.16309,0
"ARG",2018,"Both",608,0.8394,0.00402,0.00245,0.04326,0,0.05821,0.002,0,0.28926,0.08286,0.0225,0.2109,0.10648,0.02766,0,0.14981,6e-04
"ARG",2019,"Both",565,0.77327,0.00402,0.00245,0.04326,0,0.05821,0.002,0,0.28926,0.08286,0.0225,0.2109,0.10648,0.02766,0,0.14981,6e-04
"ARG",2020,"Both",513,0.69828,0.00402,0.00245,0.04326,0,0.05821,0.002,0,0.28926,0.08286,0.0225,0.2109,0.10648,0.02766,0,0.14981,6e-04
"ARG",2021,"Both",462,0.62812,0.00402,0.00245,0.04326,0,0.05821,0.002,0,0.28926,0.08286,0.0225,0.2109,0.10648,0.02766,0,0.14981,6e-04
"ARM",2000,"Both",60,0.99166,0.00889,0,0.06452,0,0.08103,0,0,0.27111,0.08333,0.01778,0.20667,0.08886,0.02153,0,0.15628,0
"ARM",2001,"Both",54,0.97437,0.00658,0,0.07248,0,0.0262,0,0,0.34211,0.07895,0,0.26316,0.07482,0.01684,0,0.11887,0
"ARM",2002,"Both",49,0.96507,0.01163,0,0.10486,0,0.06956,0,0,0.18895,0.07267,0,0.25,0.09197,0.02471,0,0.18565,0
"ARM",2003,"Both",45,0.96348,0.01029,0,0.12964,0,0.05732,0,0,0.04117,0.11835,0,0.37907,0.07881,0.02164,0,0.1637,0
"ARM",2004,"Both",43,0.96731,0.00443,0,0.08361,0,0.06119,0,0,0.22032,0.08095,0.01164,0.23851,0.09097,0.0308,0,0.17758,0
"ARM",2005,"Both",41,0.97567,0.01024,0,0.08295,0,0.06544,0,0,0.23093,0.09133,0.01744,0.21632,0.08798,0.0267,0,0.17068,0
"ARM",2006,"Both",39,0.9874,0,0,0.07857,0,0.02597,0,0,0.10411,0.10411,0.02597,0.20887,0.07857,0,0,0.37381,0
"ARM",2007,"Both",38,1.00099,0,0,0.07843,0,0.05917,0,0,0.23528,0.02959,0.02959,0.31887,0.14896,0.07448,0,0.02564,0
"ARM",2008,"Both",37,1.01446,0.03284,0,0.06568,0,0.13136,0,0,0.23153,0.13465,0.03284,0.06897,0.13793,0,0,0.1642,0
"ARM",2009,"Both",37,1.02665,0,0,0.09524,0,0.0989,0,0,0.32601,0.02564,0,0.1978,0.02564,0.02564,0,0.20513,0
"ARM",2010,"Both",37,1.03595,0,0,0.06006,0,0.06041,0,0,0.24234,0.06006,0.03003,0.18193,0.0969,0,0,0.26827,0
"ARM",2011,"Both",37,1.0423,0,0.02632,0.07756,0,0.02493,0,0,0.3795,0.2036,0.02493,0.05125,0.05298,0.05298,0,0.10596,0
"ARM",2012,"Both",37,1.04435,0,0,0.03409,0,0.04018,0,0,0.2569,0.14245,0,0.18263,0.1875,0.03125,0,0.125,0
"ARM",2013,"Both",37,1.04186,0.02632,0,0,0,0.08852,0.0311,0,0.07895,0.23923,0.0622,0.10526,0.15038,0,0,0.21805,0
"ARM",2014,"Both",37,1.03574,0.10186,0,0.06673,0,0.03514,0,0,0.22822,0.13345,0,0.07027,0.19839,0,0,0.16595,0
"ARM",2015,"Both",38,1.02687,0,0,0.0586,0,0.06647,0,0,0.21106,0.12506,0,0.27359,0.14104,0.04512,0,0.07906,0
"ARM",2016,"Both",38,1.01588,0.02455,0,0.16791,0,0.07234,0,0,0.24025,0.09754,0,0.17054,0.07899,0.07394,0,0.07394,0
"ARM",2017,"Both",39,1.00311,0.04214,0,0.09774,0,0.05798,0,0,0.22651,0.11869,0,0.17147,0.13947,0.03969,0,0.10632,0
"ARM",2018,"Both",39,0.98938,0.04214,0,0.09774,0,0.05798,0,0,0.22651,0.11869,0,0.17147,0.13947,0.03969,0,0.10632,0
"ARM",2019,"Both",40,0.97521,0.04214,0,0.09774,0,0.05798,0,0,0.22651,0.11869,0,0.17147,0.13947,0.03969,0,0.10632,0
"ARM",2020,"Both",40,0.96149,0.04214,0,0.09774,0,0.05798,0,0,0.22651,0.11869,0,0.17147,0.13947,0.03969,0,0.10632,0
"ARM",2021,"Both",39,0.949,0.04214,0,0.09774,0,0.05798,0,0,0.22651,0.11869,0,0.17147,0.13947,0.03969,0,0.10632,0
"ATG",2000,"Both",2,1.32463,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0.2,0,0,0
"ATG",2001,"Both",2,1.29666,0,0,0,0,0,0,0,0.33333,0,0.33333,0,0,0.33333,0,0,0
"ATG",2002,"Both",2,1.26444,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0.25,0,0,0
"ATG",2003,"Both",2,1.2261,0,0,0,0,0,0,0,0.66667,0,0,0,0,0.33333,0,0,0
"ATG",2004,"Both",2,1.18641,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0
"ATG",2005,"Both",2,1.14444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ATG",2006,"Both",2,1.10212,0,0,0,0,0,0,0,0.33333,0.33333,0,0.33333,0,0,0,0,0
"ATG",2007,"Both",1,1.05958,0,0,0,0,0,0,0,0.425,0.125,0,0.2,0,0,0,0.25,0
"ATG",2008,"Both",1,1.01702,0,0,0,0,0,0,0,0.48571,0,0,0.37143,0,0,0,0.14286,0
"ATG",2009,"Both",1,0.97575,0,0,0,0,0,0,0,0.45,0,0,0.35,0,0,0,0.2,0
"ATG",2010,"Both",1,0.9356,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0
