"ISO3","Year","AgeLow","AgeUp","Sex","Deaths1","Rate1","Deaths2","Rate2"
"SGP",2011,5,9,"B",19,0.397984652274026,19,0.397984652274026
"SGP",2012,5,9,"B",18,0.384315610225645,18,0.384315610225645
"SGP",2013,5,9,"B",17,0.370784781944313,17,0.370784781944313
"SGP",2014,5,9,"B",17,0.357677499012833,17,0.357677499012833
"SGP",2015,5,9,"B",16,0.344802473115468,16,0.344802473115468
"SGP",2016,5,9,"B",16,0.332415792253189,16,0.332415792253189
"SGP",2017,5,9,"B",15,0.319969916355917,15,0.319969916355917
"SGP",2018,5,9,"B",14,0.308098015754693,14,0.308098015754693
"SGP",2019,5,9,"B",13,0.296530921584211,13,0.296530921584211
"SGP",2020,5,9,"B",13,0.285261419651768,13,0.285261419651768
"SGP",2021,5,9,"B",12,0.274600819385792,12,0.274600819385792
"SLB",2000,5,9,"B",42,3.44689701191304,42,3.44689701191304
"SLB",2001,5,9,"B",43,3.40933816557702,43,3.40933816557702
"SLB",2002,5,9,"B",43,3.37681435343655,43,3.37681435343655
"SLB",2003,5,9,"B",44,3.34961077516336,44,3.34961077516336
"SLB",2004,5,9,"B",44,3.31957068955668,44,3.31957068955668
"SLB",2005,5,9,"B",45,3.28828095793809,45,3.28828095793809
"SLB",2006,5,9,"B",45,3.24589657486647,45,3.24589657486647
"SLB",2007,5,9,"B",45,3.19401502082401,53,3.75376743558303
"SLB",2008,5,9,"B",45,3.13457791140746,45,3.13457791140746
"SLB",2009,5,9,"B",45,3.06636419160913,45,3.06636419160913
"SLB",2010,5,9,"B",44,2.99209973984764,44,2.99209973984764
"SLB",2011,5,9,"B",44,2.91258936335909,44,2.91258936335909
"SLB",2012,5,9,"B",44,2.83418579766205,44,2.83418579766205
"SLB",2013,5,9,"B",43,2.7555392565291,43,2.7555392565291
"SLB",2014,5,9,"B",43,2.68415479704989,43,2.68415479704989
"SLB",2015,5,9,"B",43,2.61089143145346,43,2.61089143145346
"SLB",2016,5,9,"B",43,2.53710555819701,43,2.53710555819701
"SLB",2017,5,9,"B",42,2.4618663897852,42,2.4618663897852
"SLB",2018,5,9,"B",42,2.38988349665661,42,2.38988349665661
"SLB",2019,5,9,"B",42,2.31872641125379,42,2.31872641125379
"SLB",2020,5,9,"B",42,2.25100509037143,42,2.25100509037143
"SLB",2021,5,9,"B",41,2.18587463377194,41,2.18587463377194
"SLE",2000,5,9,"B",2784,21.4039016396955,2784,21.4039016396955
"SLE",2001,5,9,"B",2828,20.767747254383,2828,20.767747254383
"SLE",2002,5,9,"B",2958,20.1626661103588,2958,20.1626661103588
"SLE",2003,5,9,"B",3002,19.575091669608,3002,19.575091669608
"SLE",2004,5,9,"B",3041,19.0417582922227,3041,19.0417582922227
"SLE",2005,5,9,"B",3058,18.5380440778957,3058,18.5380440778957
"SLE",2006,5,9,"B",3061,18.0462803365723,3061,18.0462803365723
"SLE",2007,5,9,"B",3050,17.5972065482694,3050,17.5972065482694
"SLE",2008,5,9,"B",3055,17.1903565656245,3055,17.1903565656245
"SLE",2009,5,9,"B",3067,16.8735206832469,3067,16.8735206832469
"SLE",2010,5,9,"B",3091,16.6350746189864,3091,16.6350746189864
"SLE",2011,5,9,"B",3121,16.462266205215,3121,16.462266205215
"SLE",2012,5,9,"B",3168,16.3957564907876,3168,16.3957564907876
"SLE",2013,5,9,"B",3224,16.3836632136296,3224,16.3836632136296
"SLE",2014,5,9,"B",3294,16.3972004875784,3294,16.3972004875784
"SLE",2015,5,9,"B",3360,16.3895583541174,3360,16.3895583541174
"SLE",2016,5,9,"B",3414,16.341661197045,3414,16.341661197045
"SLE",2017,5,9,"B",3453,16.2342784044208,3453,16.2342784044208
"SLE",2018,5,9,"B",3470,16.0691137836528,3470,16.0691137836528
"SLE",2019,5,9,"B",3465,15.8677008543491,3465,15.8677008543491
"SLE",2020,5,9,"B",3437,15.6011672918233,3437,15.6011672918233
"SLE",2021,5,9,"B",3396,15.299979149625,3396,15.299979149625
"SLV",2000,5,9,"B",254,1.64763884418193,254,1.64763884418193
"SLV",2001,5,9,"B",242,1.57595466813373,367,2.38765422129883
"SLV",2002,5,9,"B",231,1.51372851123873,231,1.51372851123873
"SLV",2003,5,9,"B",221,1.46001557806844,221,1.46001557806844
"SLV",2004,5,9,"B",212,1.41330429354453,212,1.41330429354453
"SLV",2005,5,9,"B",203,1.3714078656408,203,1.3714078656408
"SLV",2006,5,9,"B",195,1.33317917602409,195,1.33317917602409
"SLV",2007,5,9,"B",185,1.29757558847824,185,1.29757558847824
"SLV",2008,5,9,"B",174,1.26475501806515,174,1.26475501806515
"SLV",2009,5,9,"B",163,1.23466105123232,208,1.57084414719495
"SLV",2010,5,9,"B",153,1.20882632839839,153,1.20882632839839
"SLV",2011,5,9,"B",145,1.18806953805588,145,1.18806953805588
"SLV",2012,5,9,"B",139,1.17442379834765,139,1.17442379834765
"SLV",2013,5,9,"B",136,1.17030999470525,136,1.17030999470525
"SLV",2014,5,9,"B",135,1.17568780122553,135,1.17568780122553
"SLV",2015,5,9,"B",136,1.18784174822788,136,1.18784174822788
"SLV",2016,5,9,"B",137,1.2049554562123,137,1.2049554562123
"SLV",2017,5,9,"B",139,1.22400269386665,139,1.22400269386665
"SLV",2018,5,9,"B",141,1.24274138667599,141,1.24274138667599
"SLV",2019,5,9,"B",142,1.25778382220868,142,1.25778382220868
"SLV",2020,5,9,"B",142,1.26591501515753,142,1.26591501515753
"SLV",2021,5,9,"B",140,1.26271800655456,140,1.26271800655456
"SMR",2000,5,9,"B",0,0.640247562287141,0,0.640247562287141
"SMR",2001,5,9,"B",0,0.596128453934738,0,0.596128453934738
"SMR",2002,5,9,"B",0,0.556943148807866,0,0.556943148807866
"SMR",2003,5,9,"B",0,0.521661245256366,0,0.521661245256366
"SMR",2004,5,9,"B",0,0.490298723305584,0,0.490298723305584
"SMR",2005,5,9,"B",0,0.462120565347573,0,0.462120565347573
"SMR",2006,5,9,"B",0,0.435673308818036,0,0.435673308818036
"SMR",2007,5,9,"B",0,0.412241606905574,0,0.412241606905574
"SMR",2008,5,9,"B",0,0.390701121883199,0,0.390701121883199
"SMR",2009,5,9,"B",0,0.370261213784137,0,0.370261213784137
"SMR",2010,5,9,"B",0,0.352847243046235,0,0.352847243046235
"SMR",2011,5,9,"B",0,0.336872883299146,0,0.336872883299146
"SMR",2012,5,9,"B",0,0.321643294405422,0,0.321643294405422
"SMR",2013,5,9,"B",0,0.307876504472262,0,0.307876504472262
"SMR",2014,5,9,"B",0,0.294461187307759,0,0.294461187307759
"SMR",2015,5,9,"B",0,0.282130683484214,0,0.282130683484214
"SMR",2016,5,9,"B",0,0.270564802017639,0,0.270564802017639
"SMR",2017,5,9,"B",0,0.259136193282168,0,0.259136193282168
"SMR",2018,5,9,"B",0,0.249583691040558,0,0.249583691040558
"SMR",2019,5,9,"B",0,0.240994427870006,0,0.240994427870006
"SMR",2020,5,9,"B",0,0.232798021199728,0,0.232798021199728
"SMR",2021,5,9,"B",0,0.225114715854049,0,0.225114715854049
"SOM",2000,5,9,"B",6450,24.826974864094,6450,24.826974864094
"SOM",2001,5,9,"B",6938,24.826974864094,6938,24.826974864094
"SOM",2002,5,9,"B",7395,24.826974864094,7395,24.826974864094
"SOM",2003,5,9,"B",7729,24.826974864094,7729,24.826974864094
"SOM",2004,5,9,"B",8024,24.826974864094,8024,24.826974864094
"SOM",2005,5,9,"B",8308,24.8161551053928,8308,24.8161551053928
"SOM",2006,5,9,"B",8554,24.729868204894,8554,24.729868204894
"SOM",2007,5,9,"B",8671,24.4196824715912,8671,24.4196824715912
"SOM",2008,5,9,"B",8754,23.8732088707831,8754,23.8732088707831
"SOM",2009,5,9,"B",8702,23.2095520253437,8702,23.2095520253437
"SOM",2010,5,9,"B",8621,22.4953809741091,9681,25.2262668766832
"SOM",2011,5,9,"B",8537,21.7706788256897,9597,24.4389438060721
"SOM",2012,5,9,"B",8304,21.0896563314296,8304,21.0896563314296
"SOM",2013,5,9,"B",8244,20.3855669999438,8244,20.3855669999438
"SOM",2014,5,9,"B",8231,19.7035140675884,8231,19.7035140675884
"SOM",2015,5,9,"B",8211,19.0455567810676,8211,19.0455567810676
"SOM",2016,5,9,"B",8193,18.4243906427552,8193,18.4243906427552
"SOM",2017,5,9,"B",8255,17.7961389907271,8255,17.7961389907271
"SOM",2018,5,9,"B",8309,17.2629548239423,8309,17.2629548239423
"SOM",2019,5,9,"B",8335,16.6825353276287,8335,16.6825353276287
"SOM",2020,5,9,"B",8373,16.1319312683719,8373,16.1319312683719
"SOM",2021,5,9,"B",8414,15.6730402425101,8414,15.6730402425101
"SRB",2000,5,9,"B",101,1.15603727964201,101,1.15603727964201
"SRB",2001,5,9,"B",96,1.10246625393269,96,1.10246625393269
"SRB",2002,5,9,"B",90,1.04517564040285,90,1.04517564040285
