"ISO3","Year","Sex","HIV"
"BGD",2002,"Female",0.0675744576689872
"BGD",2003,"Female",0.0971309311650702
"BGD",2004,"Female",0.139109649954833
"BGD",2005,"Female",0.18957892781566
"BGD",2006,"Female",0.235472643051771
"BGD",2007,"Female",0.28153303160359
"BGD",2008,"Female",0.313131235593675
"BGD",2009,"Female",0.272923735577576
"BGD",2010,"Female",0.283597656720504
"BGD",2011,"Female",0.312428552740292
"BGD",2012,"Female",0.330928465058236
"BGD",2013,"Female",0.391893011777902
"BGD",2014,"Female",0.469999769186382
"BGD",2015,"Female",0.562483393425239
"BGD",2016,"Female",0.64970867319108
"BGD",2017,"Female",0.69247009489917
"BGD",2018,"Female",0.676349108875948
"BGD",2019,"Female",0.576241425721023
"BGD",2020,"Female",0.476154994419643
"BGD",2021,"Female",0.329060482640214
"BGR",2000,"Female",0.0315860550458716
"BGR",2001,"Female",0.0374242424242424
"BGR",2002,"Female",0.0472479120879121
"BGR",2003,"Female",0.0563165909090909
"BGR",2004,"Female",0.060248275862069
"BGR",2005,"Female",0.0639751162790698
"BGR",2006,"Female",0.0603011764705882
"BGR",2007,"Female",0.0600180722891566
"BGR",2008,"Female",0.0551095
"BGR",2009,"Female",0.0448234210526316
"BGR",2010,"Female",0.0348870422535211
"BGR",2011,"Female",0.0333171212121212
"BGR",2012,"Female",0.0342762295081967
"BGR",2013,"Female",0.0348789473684211
"BGR",2014,"Female",0.0296830769230769
"BGR",2015,"Female",0.026794375
"BGR",2016,"Female",0.02272
"BGR",2017,"Female",0.0162263414634146
"BGR",2018,"Female",0.0101764102564103
"BGR",2019,"Female",0.0121507692307692
"BGR",2020,"Female",0.0190357894736842
"BGR",2021,"Female",0.0258897435897436
"BHR",2000,"Female",0.0284285714285714
"BHR",2001,"Female",0.0206714285714286
"BHR",2002,"Female",0.0202571428571429
"BHR",2003,"Female",0.0155957142857143
"BHR",2004,"Female",0.0195714285714286
"BHR",2005,"Female",0.0234142857142857
"BHR",2006,"Female",0.026895
"BHR",2007,"Female",0.02585
"BHR",2008,"Female",0.02915
"BHR",2009,"Female",0.029865
"BHR",2010,"Female",0.0280866666666667
"BHR",2011,"Female",0.02525
"BHR",2012,"Female",0.0248166666666667
"BHR",2013,"Female",0.02702
"BHR",2014,"Female",0.02708
"BHR",2015,"Female",0.02684
"BHR",2016,"Female",0.02012
"BHR",2017,"Female",0.01624
"BHR",2018,"Female",0.01224
"BHR",2019,"Female",0.01032
"BHR",2020,"Female",0.01074
"BHR",2021,"Female",0.006228
"BHS",2000,"Female",0.783342
"BHS",2001,"Female",1.029222
"BHS",2002,"Female",1.221912
"BHS",2003,"Female",1.135242
"BHS",2004,"Female",0.663066
"BHS",2005,"Female",0.558825
"BHS",2006,"Female",0.594375
"BHS",2007,"Female",0.50736
"BHS",2008,"Female",0.527714285714286
"BHS",2009,"Female",0.510902857142857
"BHS",2010,"Female",0.596053333333333
"BHS",2011,"Female",0.75284
"BHS",2012,"Female",0.8767
"BHS",2013,"Female",0.9741
"BHS",2014,"Female",0.67749
"BHS",2015,"Female",0.568964
"BHS",2016,"Female",0.57688
"BHS",2017,"Female",0.563274
"BHS",2018,"Female",0.265744
"BHS",2019,"Female",0.281744
"BHS",2020,"Female",0.4243575
"BHS",2021,"Female",0.43029
"BIH",2000,"Female",0.00159714285714286
"BIH",2001,"Female",0.00164
"BIH",2002,"Female",0.00170511627906977
"BIH",2003,"Female",0.00174674418604651
"BIH",2004,"Female",0.0014406976744186
"BIH",2005,"Female",0.000444878048780488
"BIH",2006,"Female",0.000286153846153846
"BIH",2007,"Female",0.000660555555555556
"BIH",2008,"Female",0.00063030303030303
"BIH",2009,"Female",0.000896
"BIH",2010,"Female",0.000924
"BIH",2011,"Female",0.00079
"BIH",2012,"Female",6e-04
"BIH",2013,"Female",0.000469411764705882
"BIH",2014,"Female",0.000459375
"BIH",2015,"Female",0.000588
"BIH",2016,"Female",0.000538461538461538
"BIH",2017,"Female",0.00057
"BIH",2018,"Female",0.000605454545454545
"BIH",2019,"Female",0.000571818181818182
"BIH",2020,"Female",0.000608
"BIH",2021,"Female",0.000656
"BLR",2000,"Female",0.160535918367347
"BLR",2001,"Female",0.200605860215054
"BLR",2002,"Female",0.258969545454545
"BLR",2003,"Female",0.31152
"BLR",2004,"Female",0.38264
"BLR",2005,"Female",0.437751700680272
"BLR",2006,"Female",0.466430364963504
"BLR",2007,"Female",0.396703333333333
"BLR",2008,"Female",0.453195689655172
"BLR",2009,"Female",0.48658179245283
"BLR",2010,"Female",0.459463541666667
"BLR",2011,"Female",0.30777488372093
"BLR",2012,"Female",0.30299
"BLR",2013,"Female",0.275003333333333
"BLR",2014,"Female",0.331505671641791
"BLR",2015,"Female",0.214093650793651
"BLR",2016,"Female",0.143151186440678
"BLR",2017,"Female",0.112082807017544
"BLR",2018,"Female",0.0958363636363636
"BLR",2019,"Female",0.0792228301886792
"BLR",2020,"Female",0.0790588235294118
"BLR",2021,"Female",0.0981642
"BLZ",2000,"Female",0.3073
"BLZ",2001,"Female",0.3507
"BLZ",2002,"Female",0.37369
"BLZ",2003,"Female",0.381338181818182
"BLZ",2004,"Female",0.32405
"BLZ",2005,"Female",0.36897
"BLZ",2006,"Female",0.370413333333333
"BLZ",2007,"Female",0.3494725
"BLZ",2008,"Female",0.300874166666667
"BLZ",2009,"Female",0.24037
"BLZ",2010,"Female",0.19439
"BLZ",2011,"Female",0.168653333333333
"BLZ",2012,"Female",0.171410909090909
"BLZ",2013,"Female",0.212561818181818
"BLZ",2014,"Female",0.269088181818182
"BLZ",2015,"Female",0.297392727272727
"BLZ",2016,"Female",0.333336
"BLZ",2017,"Female",0.376548
"BLZ",2018,"Female",0.412038
"BLZ",2019,"Female",0.45947
"BLZ",2020,"Female",0.39289
"BLZ",2021,"Female",0.37926
"BOL",2000,"Female",0.771700356718193
"BOL",2001,"Female",0.770171149144254
"BOL",2002,"Female",1.531328320802
"BOL",2003,"Female",1.54417413572343
"BOL",2004,"Female",1.55613577023499
"BOL",2005,"Female",2.33466135458167
"BOL",2006,"Female",2.32793522267206
